"Alexey_Kolbasin,Версия другой стороны 
 
Версий с другой стороны мало по понятным причинам, и необходимо сразу же отметить, что к другой версии нужно относиться так же скептически, как к версии православной. Итак, Иса Абу Али о ситуации: 
 
«Эти пацаны попали в плен, их держали в плену, вначале связанными, а потом, взяв с них слово, что они не сбегут, развязали их. Дело было в Бамуте - селе, которое подвергалось ожесточенной бомбардировке, и которое никак не могли взять. В один из таких моментов, когда начался воздушный налет, когда группа чеченцев выдвинулась на позиции, пленные остались под присмотром лишь одного часового, который доверился словам пленных, что они не будут устраивать побег. Пленные захватили его оружие, открыли по нему огонь из его же оружия, прострелили легкое (он потом выжил), и сбежали. Когда группа вернулась обратно, было понятно, что совершен побег. Пленных быстро поймали, их было, по-моему, четверо. Они признали свою вину, и были приговорены к расстрелу за попытку побегу и убийство, нарушение данного ими же слова. (Один из пленных ранее принял ислам, но также был расстрелян за нарушенное слово, побег, и попытку убийства, вместе с остальными. Когда производили казнь, у Родионова был крест на груди. Один из чеченцев подошел к нему, и сорвал его с груди со словами ""Ты не достоин его носить"", и бросил на землю. Командир группы, Хильдехароев, (а именно с его слов все это было рассказано. Впоследствии, он станет шахидом, иншаллах, в одном из боев) вернул крест приговоренному Родионову, и с ним в кулаке он и был расстрелян. Были казнены все четверо, кто участвовал в побеге, в результате которого была неудавшаяся попытка убийства часового. Командир и помогал матери Родионова найти могилу ее сына, когда она потеряла надежду добиться какого-либо внятного ответа от своих же военных и штабных»[4].

О ситуации в целом 
 
Сразу же отметим, что вокруг этой истории полно мифов по той причине, что собственно практически нет никаких источников. Люди просто выдумывают, что им взбредет в голову. Ну а поскольку это часто подпитывается «духовностью», то в ситуации может появиться даже что-то сверхъестественное.

Там же о встрече матери Родионова с человеком, который приказал казнить ее сына: 
 
«В нашем разговоре с Любовью Васильевной выяснилось, что ее встреча с Хайхороевым продолжалась не более семи минут, и он ничего не говорил ей о конкретных обстоятельствах гибели Евгения. Те диалоги, которые появляются в газетах, типические, они взяты из рассказов других русских солдат, побывавших в плену. Любовь Васильевна честно призналась нам, что доказать ничего нельзя».

О ""ритуальном"" характере казни Родионова, собственно мученической смерти в религиозном смысле, свидетельствует следующий пассаж: 
 
«Его череп, который чеченские боевики раскололи на части, потому что боялись, что иначе его душа будет их преследовать»[7]. 
 
Подобного абсурда полно в данной истории, но к реальности это никакого отношения не имеет. Дело в том, что подобные мифы появляются только в разных православных публикациях, где истории постоянно додумываются. 
 
В итоге что можно сказать про эту историю? Никаких реальных источников за «православно-националистической» версией нет. Довод о том, что якобы Родионову предлагали отречься от веры, и тогда сохранят жизнь, тоже ничем не подтверждается. 
 
Есть лишь вера, а также «воспоминания» заинтересованных лиц, которые никогда свидетелями не были. Именно поэтому они постоянно выдумывают, сколько времени пытали Родионова, как и в какой форме пытались склонить его к отказу от православия, каким именно образом казнили и так далее и тому подобное. 
 
Примечательно, что даже самые ярые противоречия в данной истории не смущают многих православных деятелей. Так как Родионов официально «святым» не считается для всей РПЦ, но для многих служителей культа — является. В отдельных храмах есть иконы с изображением Родионова[8].",1
"Lyubov_Starikova,доступны в нашем магазине на Бурхана Шахиди 7. 
В дропе преобладают светлые оттенки, 
а сюжеты на принтах стали ещё более сюрреалистическими. 
Заглядывайте на примерку и лично 
разобраться в сюжетных перипетиях. 

#platformakazan #creepyclothing",1
"Alexey_Telegin,иногда складывается ощущение, что  только Шахидов помнят и только они герои, ,  те кто  участвовал и вернулся домой ,становятся незаметными.",1
"Alexey_Popov,По закону Аллаха , если у человека есть долг то этот долг нужно обязательно вернуть владельцу . По закону Аллаха , если у человека есть долг , этот долг не вернуть это большой грех это харам это нельзя , если у человека есть долг то этот долг нудно обязательно вернуть владельцу . По достоверному хадису человеку шахиду прощаются все грехи кроме долга , если у человека есть долг то этот долг нужно обязательно вернуть владельцу . По хадису если у человека есть долг , если этот человек владельца найти не может , то нужно дать деньги садака милостыню бедному человеку от имени владельца . Религия Ислам .",1
"Andrey_Begunov,Нашли место где открыть а в другом месте ни какккк . В место головы одно место недоумки. Тревожить усопших шахидов это большое кощунство.",1
"Ilgam_Zhamlikhanov,Сид и Шахид",1
"DELETED_,ты шахид?",1
"Anna_Kompel,у нас двойные стандарты всюду, шахид если умер,то герой. А если спас человека,то его даже по тв не покажут,ибо это же не выгодно режиму",1
"Keril_Keril,Ура патриоты бились в Афганистане и шахиды мокжахеды и алькайда , ура патриоты проиграли из России они были им чиновники обещали по квартире дать , им дулю показали , концерт они должны были провести в Кабуле чтоб ура патриотов в России порадовать,  артистов своих свозят кремлёвских",1
"Elena_Romanova,ул. Бурхана Шахиди д. 26 стр. 1",1
"Sergey_Vasilkov,Уважаемые жители! 
В связи с проведением испытаний на гидравлическую прочность и плотность магистральных и внутриквартальных тепловых сетей филиала АО «Татэнерго» КТС в период с 08:00 07.06.2022г до 24:00 20.07.2022г. Будет прекращена подача ГВС на жилые дом: 
Ахтямова 24, Ахтямова 26 
Ахтямова 28, Ахтямова 30 
Ахтямова 32, Гаспринского 31, 
Камала 18, Г.Камала 45 
Ф.Карима 26, Лево-Булачная 50 
Лево-Булачная 50А, Лево-Булачная 56 
Нариманова 50, Нариманова 52 
Нариманова 66а, П. Коммуны 19 
С.Садыковой 20, С.Садыковой 22 
К.Тинчурина 1, К.Тинчурина 1а 
К.Тинчурина 7, К.Тинчурина 7а 
 К.Тинчурина 9, К.Тинчурина 15 
К.Тинчурина 15а, К.Тинчурина 17 
К.Тинчурина 19, К.Тинчурина 21 
К.Тинчурина 23, Татарстан 7 
Татарстан 9, Татарстан 11 
Татарстан 13, Татарстан 43 
Татарстан 43а, Татарстан 45 
Татарстан 47, Татарстан 49 
Татарстан 51, Татарстан 52 
Татарстан 53, Татарстан 54 
Татарстан 64, Татарстан 66 
Татарстан 68, Татарстан 70 
Татарстан 72,Г.Тукая 102а,б 
Г.Тукая 106а 
В период с 08:00 05.06.2022г. до 24:00 09.07.2022г. будет прекращена подача ГВС по адресу: 
Б.Шахиди 1/15",1
"Demid_Elsh,Суббота: благодаря вам мы провели раздачу на в сквере Бурхана Шахиди и рахдали 185 порций горячих обедов. 

 Раздача в сквере Бурхана Шахиди: 185 порций

Готовил для Вас наш повар - Марат. 

На кухне нам помогали: Юрий с сыном Арсением, Юлия и Гузалия. 

 Вместе мы приготовили для вас:

 Рисовый суп
 Перловую кашу
 Наш фирменный хлеб с отрубями
 Яблочный напиток

На раздаче нам помогали: Руслан, Павел, Сергей, Наргиза, Эльвира и другие наши постоянные волонтёры.

Большое спасибо всей команде волонтёров и помощников!  
Благодаря вам мы снова приготовили и раздали замечательные горячие обеды и помогли тем, кому очень нужна наша помощь и поддержка! 

Мы всегда ждём вас на нашей кухне и на раздачах! Присоединиться к нашей команде и записаться можно по телефону: +79375241924 - Диана 

#Пищажизниказань #отсердцаксердцу #проектдлялюдей #делаемдобрыдела #кормимвсех",1
"Anya_Agafonova,болезная, знаешь толк в шахидах ?",1
"Timofey_Zasypka,Насколько я знаю, этот человек защищал свою страну от захватчиков. Красивый экзотичный мужчина. Татуировки личное дело и часть субкультуры. В полку Азов был как минимум один мусульманин. Я видела его заявление на видео с Азовстали. Так что обвинения в нацизме несколько преувеличены. 
Женщину слева я не знаю. Но скажу, что показная набожность осуждалась Иисусом ещё две тысячи лет назад. Поскольку такие люди используют религию, чтобы возвыситься над другими, а это гордыня. Причём, весьма опасный ее вид. Есть базовые заповеди, которым нужно следовать. Но хвастаться этим не нужно. Недавно слышала, как один исламский священник сказал, что человек, защищающий свой дом, приравнивается к шахиду.",1
"Konstantin_Shadrin,Поговорим о психологическом насилии - 8 книг, на которые стоит обратить внимание

1. Шеннон Томас ""Невидимые шрамы. Как распознать психологическое насилие и выйти из разрушающих отношений""
Психологическое насилие не оставляет синяков. Но невидимые раны могут навсегда остаться в душе жертвы. Понять, что вы оказались в нездоровых отношениях, и защититься от их разрушительных последствий бывает непросто.
Шеннон Томас – автор международных бестселлеров, эксперт в работе с жертвами психологического насилия – расскажет о признаках, механизмах и уловках психологического абьюза, а также познакомит с шестью этапами восстановления после токсичных отношений. Представленная в книге программа одобрена профессиональным сообществом и уже используется тысячами людей в 11 странах мира!
Эта книга – поддержка чуткого профессионала для всех жертв психологического абьюза – поможет восстановить эмоциональное, физическое, финансовое благополучие и вернуть уверенность в свою жизнь.

2. Таня Танк ""Бойся, я с тобой 2. Страшная книга о роковых и неотразимых. И это все о них""
Вы прочитали первую книгу трилогии «Бойся, я с тобой» и поняли, что рядом с вами – опасный человек. Но вопросов по-прежнему много.
Что за злые силы ведут его по жизни, вынуждая оставлять за собой жертвы и разрушения? Почему он таким стал? Ведает ли он, что творит? Раскаивается ли в своих поступках? Какую душу таит под маской социальной нормальности? Каковы его самые большие страхи? Есть ли люди, к которым он относится хорошо? Почему у него такая своеобразная сексуальность? И самое главное – может ли он измениться?
…Устройство замка под названием «деструктивный человек» очень просто, если не сказать – примитивно. Надо лишь однажды найти ключ. Он – перед вами.

3. Шахида Араби ""Токсичные люди. Как защититься от нарциссов, газлайтеров, психопатов и других манипуляторов""
Психолог и писательница Шахида Араби много лет исследует тему психологического насилия и подробно объясняет, кто такие манипуляторы и что делать, если они оказались в вашем окружении. С помощью практических упражнений, основанных на доказанных методах поведенческой терапии, вы научитесь определять первые признаки того, что вами пытаются манипулировать, и пресекать эти попытки. Вы узнаете, как выйти из травмирующих отношений и восстановиться после них, как выстроить здоровые личные границы и начать доверять себе.
Для всех, кто хочет устанавливать свои правила в общении с токсичными людьми и не позволять манипулировать собой.

4. Джудит Герман ""Травма и исцеление. Последствия насилия – от абьюза до политического террора""
«Травма и исцеление» – это основополагающий текст о понимании людей, переживших психологическую травму. Помещая индивидуальный опыт в более широкие политические рамки, психиатр из Гарварда Джудит Герман утверждает, что психологическая травма неотделима от ее социального и политического контекста. Опираясь на свое собственное исследование насилия над детьми, а также обширную литературу о ветеранах боевых действий и жертвах политического террора, она показывает удивительные параллели между частными ужасами, такими как жестокое обращение с детьми, и общественными ужасами, такими как война.

5. Беверли Энгл ""Синдром хорошей девочки""
Женщины постоянно мирятся с неприемлемым или даже жестоким обращением со стороны окружающих, в особенности мужчин. Мне становится грустно каждый раз, когда я слышу от женщин о плохом обращении. И, хотя ответ мне известен, я часто ловлю себя на мысли: «Почему они терпят все это?» Еще больше меня печалит то, что эти женщины переживают за своих абьюзеров. «Как же он без меня», – самая распространенная реакция на разговоры о выходе из нездоровых отношений.
Эта книга адресована женщинам, которым еще предстоит узнать, что, если они не позаботятся о себе сами, никто другой не сделает этого за них. Она для женщин, которые постоянно отодвигают на задний план свои собственные потребности, чтобы привлечь или удержать мужчину. И для женщин, постепенно начинающих понимать, что в долгосрочной перспективе быть хорошей девочкой невыгодно. В особенности для женщин, которые в настоящее время подвергаются эмоциональному, словесному или физическому насилию.

6. Диана Померанц ""Жена психиатра. Когда любовь становится диагнозом""
История женщины необычайной стойкости, которая боролась за свое счастье. Сначала за возможность иметь детей – прошла курс лечения, сделала несколько десятков процедур ЭКО и победила бесплодие. После боролась с агрессивной формой рака, смогла вылечиться и вернуться к жизни. Но главный ее поединок был впереди, за свое собственное Я в браке с психотерапевтом.

7. Джули Холл ""Нарцисс в вашей жизни. Как заявить о своих правах и восстановить личные границы""
Нарциссизм глубоко разрушителен для тех, кто подвержен его искажениям, манипуляциям и ярости.
Как распознать нарцисса? Что происходит в нарциссической семье? Каковы проблемы со здоровьем, связанные с нарциссическим насилием? Эти и многие другие вопросы автор – коуч и журналист, а также непосредственный участник нарциссических отношений – Джули Л. Холл освещает в своей книге. Она предоставляет всестороннее, актуальное и доступное руководство, которое не только поможет вам понять травму нарциссического насилия, но и преодолеть циклы травм в будущем и двигаться вперед!
Автор демонстрирует на жизненных примерах всю сложность эмоциональной деформации «пострадавших» и с состраданием дает практические стратегии преодоления тяжелого опыта. Книга обязательна для чтения как для «выживших», так и для тех, кто их консультирует.

8. Джексон Маккензи ""Whole again. Как залечить душевные раны и восстановиться после токсичных отношений и эмоционального абьюза""
У людей, переживших абьюз, симптомы душевной травмы могут сохраняться долгое время после завершения отношений. Ощущение онемения и пустоты, депрессия, перепады настроения, замкнутость, перфекционизм, руминация, чрезмерная забота о людях или желание угождать им, необходимость тотального контроля, телесные недуги, алкогольная зависимость – этот список, как утверждает автор, можно продолжать бесконечно, и для каждого он будет свой. Пообщавшись с тысячами таких людей, которых он по праву мог назвать своими собратьями по несчастью, Джексон Маккензи пришел к выводу, что человек способен успешно преодолевать эти симптомы. Говоря о созависимости, аддикции, посттравматическом стрессе, а также пограничных, нарциссических и других видах расстройства личности, Маккензи глубоко сопереживает каждому и рассказывает, как научиться прощать и избавляться от ложного стыда.
Найденные им методики позволяют работать над созданным нашей психикой защитным «я», чтобы продолжить движение к полной и подлинной жизни, ощутить легкость, свободу, цельность и готовность дарить и получать любовь.

#Книги@to_be_better",1
